RSV;Taxonomic classification;ISSCapoA1;ISSCapoA2;ISSCapoA3;ISSCapoA4;ISSCapoA5;ISSCapoA6;ISSCapoA7;ISSCapoA8;ISSCapoA9;ISSCapoC1;ISSCapoC2;ISSCapoC3;ISSCapoC4;ISSCapoC5;ISSCapoC6;ISSCapoC7;ISSCapoB1;ISSCapoB2;ISSCapoB3;ISSCapoB4;ISSCapoB5;ISSCapoB6;ISSCapoB7;ISSCapoB8
RSV_0870;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__";0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0871;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomodales;f__Moraxellaceae;g__Moraxella;s__";112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0872;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XI;g__Aerococcus;s__";30;0;0;0;0;0;0;0;0;102;0;0;20;0;0;0;0;0;0;0;0;0;0;0
RSV_0873;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomodales;f__Moraxellaceae;g__Acinetobacter;s__";0;0;0;0;458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0874;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XI;g__Aerococcus;s__";0;0;0;47;0;0;0;0;0;0;41;44;0;0;36;0;0;0;0;0;0;0;0;0
RSV_0875;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomodales;f__Pseudomodaceae;g__Pseudomos;s__";0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0876;"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Empedobacter;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0
RSV_0877;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__[Eubacterium]_coprostanoligenes_group;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;36;0;106;0;0
RSV_0878;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]_gauvreauii_group;s__";0;0;0;0;0;0;0;0;0;0;49;0;0;68;0;0;0;0;0;0;0;43;0;0
RSV_0879;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__";0;0;0;0;0;0;0;0;0;0;115;89;0;0;0;61;0;0;0;0;0;0;0;0
RSV_0880;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Dolosigranulum;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;55;0;0
RSV_0881;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-002;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0
RSV_0882;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomodales;f__Moraxellaceae;g__Acinetobacter;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;0;0;0;0;0;0;0
RSV_0883;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__";0;0;0;0;0;0;0;0;0;0;18;0;0;0;9;0;0;0;0;0;0;0;0;0
RSV_0884;"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomodales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;76;0;0
RSV_0885;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-005;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0
RSV_0886;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__";40;0;0;59;0;0;0;0;0;0;225;345;124;48;214;107;0;0;0;413;0;269;0;0
RSV_0887;"k__Bacteria;p__;c__;o__;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;0;0;0;0;0
RSV_0888;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-005;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0
RSV_0889;"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromodaceae;g__Porphyromos;s__";21;0;0;0;0;0;0;0;0;0;34;0;0;0;0;46;0;0;0;26;0;126;0;0
RSV_0890;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253;0;0;0;0;0;0;0
RSV_0891;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0
RSV_0892;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249;0;0;0;0;0;0;0
RSV_0893;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;53;0;0
RSV_0894;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__";30;0;0;0;0;0;0;0;0;0;0;198;49;126;667;0;0;0;0;0;0;41;0;0
RSV_0895;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__";0;0;0;0;0;0;0;0;0;0;177;39;0;0;31;0;0;0;0;0;0;0;0;0
RSV_0896;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Aerostipes;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0
RSV_0897;"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__";0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;0;0;0;0;54;0;0;0;0
RSV_0898;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;0;0;0;0;0;0
RSV_0899;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0
RSV_0900;"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0
RSV_0901;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__";46;0;0;0;0;0;0;0;0;0;482;82;208;703;26;124;0;447;0;153;0;0;0;0
RSV_0902;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia;s__";0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;155;0;0;0
RSV_0903;"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;0;0;0;0;0
RSV_0904;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XI;g__Murdochiella;s__";0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0
RSV_0905;"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;0;0;0;0;0;0
RSV_0906;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__";0;0;0;0;38;0;0;0;0;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0907;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Defluviimos;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;0;0;0;0;0;0
RSV_0908;"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0
RSV_0909;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamodaceae;g__Hydrogenophaga;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;0;0;0;0;0;0;0
RSV_0910;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomodales;f__Xanthomodaceae;g__Stenotrophomos;s__";0;0;0;0;0;0;0;0;0;0;0;17;20;0;0;0;2765;0;0;0;0;0;0;76
RSV_0911;"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomodales;f__Veillonellaceae;g__Selenomos_3;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;21;0;0;0;125
RSV_0912;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Actinobacillus;s__";0;0;0;0;0;0;0;0;0;0;55;44;0;0;30;37;0;0;0;59;0;0;0;0
RSV_0913;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__";0;0;0;0;0;0;0;0;0;0;112;46;0;0;67;0;0;0;0;0;0;0;0;0
RSV_0914;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__;s__";0;0;0;0;0;0;0;0;0;0;0;28;0;32;0;0;0;0;0;163;0;0;0;0
RSV_0915;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__";0;0;0;0;0;0;0;0;0;0;41;0;0;86;0;0;0;0;0;0;0;45;0;0
RSV_0916;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;0;0;0
RSV_0917;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__";40;0;0;84;0;31;0;0;0;0;167;50;60;28;59;37;0;0;0;0;0;0;0;0
RSV_0918;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Brucella;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0
RSV_0919;"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;0;0;0;0
RSV_0920;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__";0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0921;"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomodales;f__Veillonellaceae;g__Selenomos;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;4;52;0;0;0;0;0;0;0;0;0
RSV_0922;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215
RSV_0923;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0924;"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;0;0;0;0;0
RSV_0925;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;0;0;0;0;0
RSV_0926;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213
RSV_0927;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_5;s__";0;0;0;0;0;0;0;0;0;0;14;0;0;28;0;0;0;0;0;0;0;0;0;0
RSV_0928;"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__";0;0;0;0;0;0;0;0;0;0;0;54;0;0;85;0;0;0;0;0;0;0;0;0
RSV_0929;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-004;s__";0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0930;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__";73;0;0;0;0;83;0;0;0;0;122;555;65;56;122;0;0;0;0;156;0;853;0;0
RSV_0931;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__";0;0;0;0;0;0;0;0;0;0;0;49;0;0;27;0;0;0;0;21;0;0;0;0
RSV_0932;"k__Archaea;p__Woesearchaeota_(DHVEG-6);c__;o__;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;0;0;0;0
RSV_0933;"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0
RSV_0934;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__";0;0;0;0;0;0;0;0;0;0;0;36;64;28;0;0;0;0;0;0;0;0;0;0
RSV_0935;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;0;0;0;0;0
RSV_0936;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomodales;f__Pseudomodaceae;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0
RSV_0937;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Johnsonella;s__";0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;48;0;0;0;133
RSV_0938;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Eubacterium]_rumintium_group;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0
RSV_0939;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;g__[Eubacterium]_brachy_group;s__";0;0;0;0;0;0;0;0;0;0;0;26;8;0;32;0;0;0;0;0;0;0;0;0
RSV_0940;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__";0;0;0;0;0;0;0;0;0;0;94;0;0;0;0;76;0;0;0;23;0;0;0;0
RSV_0941;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192
RSV_0942;"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Senegalimassilia;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
RSV_0943;"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
RSV_0944;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomodales;f__Xanthomodaceae;g__Lysobacter;s__";0;0;0;0;0;0;0;0;137;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0
RSV_0945;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__";0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0946;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium_1;s__";101;88;0;0;0;81;0;0;0;0;53;68;673;104;31;0;244;148;0;0;0;0;0;115
RSV_0947;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0
RSV_0948;"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_2;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;23;0;0;0;0
RSV_0949;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia;s__";65;0;0;0;0;0;0;0;0;0;0;9;0;20;5;0;0;0;0;0;0;0;0;0
RSV_0950;"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomodales;f__Veillonellaceae;g__Dialister;s__";0;0;0;0;0;0;0;0;0;0;0;32;0;0;40;0;0;0;0;0;0;0;0;0
RSV_0951;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomodales;f__Moraxellaceae;g__Acinetobacter;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;1364;0;0
RSV_0952;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0
RSV_0953;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XI;g__Parvimos;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0
RSV_0954;"k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__";7;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;95;0;0;0;0
RSV_0955;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomodales;f__Xanthomodaceae;g__Stenotrophomos;s__";0;16;0;0;0;0;0;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0956;"k__Archaea;p__Woesearchaeota_(DHVEG-6);c__;o__;f__;g__;s__";0;0;0;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0957;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae;g__Salinisphaera;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;0;0;0;0;0;0;0
RSV_0958;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167;0;0;0;0;0
RSV_0959;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]_gauvreauii_group;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0
RSV_0960;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-002;s__";0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0961;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomodales;f__Pseudomodaceae;g__Pseudomos;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0
RSV_0962;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomodales;f__Moraxellaceae;g__Moraxella;s__";0;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0963;"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0
RSV_0964;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0
RSV_0965;"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__";0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;70;0;20;0;0
RSV_0966;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;14;0;0;0;0
RSV_0967;"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;111;0;0
RSV_0968;"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomodales;f__Veillonellaceae;g__Negativicoccus;s__";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0969;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium_1;s__";121;45;0;0;0;0;0;0;0;0;0;55;133;114;43;0;0;0;0;0;0;0;0;0
RSV_0970;"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;47;0
RSV_0971;"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0972;"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_6;s__";0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0973;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Aerotruncus;s__";0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0974;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__";0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;84;0;0;0;0;0;0
RSV_0975;"k__Bacteria;p__Cyanobacteria;c__Melaibacteria;o__Obscuribacterales;f__;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0
RSV_0976;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;0;0;0
RSV_0977;"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0
RSV_0978;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomodales;f__Moraxellaceae;g__Acinetobacter;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;541;0
RSV_0979;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Actinobacillus;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0
RSV_0980;"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;0;0;0
RSV_0981;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Fonticella;s__";0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSV_0982;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__";0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;153;261;0;0;0
RSV_0983;"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomodales;f__Pseudomodaceae;g__Pseudomos;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;0;0;0;0;0
RSV_0984;"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0
RSV_0985;"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__";0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0
