"";"domain";"phylum";"className";"order";"family";"genus";"COLA1";"COLB1";"N2A";"N2B";"N3C1";"N1C"
"261";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Alteromonadales";"Colwelliaceae";"Colwellia";0,00652774983384677;0,00510525406420691;0,0129132015169135;0,00798447670695568;0,00337601671326869;0,00540303790164687
"262";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Comamonas";0,0113063943713219;0,0108126753560491;0,0251375748170594;0,0214576363989209;0,0220735735272638;0,00719381023108399
"263";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Solirubrobacterales";"Conexibacteraceae";"Conexibacter";0,00705077566953932;0,00645769235069014;0,0180201329167471;0,012196489631412;0,0130752565070075;0,00691158930676576
"264";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"unclassified (derived from Gammaproteobacteria)";"unclassified (derived from Gammaproteobacteria)";"Congregibacter";0,00461581617340241;0,00488155657236863;0,0170182186011001;0,00983912560034084;0,00492134776281586;0,00304772441165259
"265";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinopsis";0,00679429744106976;0,00980117610836731;0,00811311738587618;0,01139582892442;0,00584743247458306;0,00984210748718388
"266";"Bacteria";"Firmicutes";"Erysipelotrichi";"Erysipelotrichales";"Erysipelotrichaceae";"Coprobacillus";0,0457330879844723;0,0249359877143655;0,0300660060374984;0,0298356326507087;0,0295039524604176;0,0299944926673494
"267";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Coprococcus";0,0147176271623816;0,028095467963818;0,0110846285882032;0,0543274827643865;0,0206047678850804;0,0120265184710572
"268";"Bacteria";"Firmicutes";"Clostridia";"Thermoanaerobacterales";"Thermodesulfobiaceae";"Coprothermobacter";0,00266494271024371;0,00311139402740185;0;0,0037639184158096;0,00206737957765406;0,00230386310225525
"269";"Bacteria";"Verrucomicrobia";"Opitutae";"Puniceicoccales";"Puniceicoccaceae";"Coraliomargarita";0,00376879812377397;0,00258883631630071;0,00554231429410161;0,00532298447130378;0,00266897555818116;0,00304772441165259
"270";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"Cordyceps";0;0;0;0,00217309931057546;0;0,00115193155112763
"271";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Actinomycetales";"Corynebacteriaceae";"Corynebacterium";0,408410621597242;0,230152579885799;0,205749254084992;0,207158036475305;0,40734023535518;0,284317149601117
"272";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Cucurbitales";"Corynocarpaceae";"Corynocarpus";0;0,000862945438766905;0,00209479790142162;0,00307322651739944;0;0,00199520397339468
"273";"Eukaryota";"Chordata";"Aves";"Galliformes";"Phasianidae";"Coturnix";0;0,00244077828618432;0;0,00153661325869972;0,0011936021556757;0,00282164451887544
"274";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Coxiellaceae";"Coxiella";0,00266494271024371;0,00431472719383452;0,0106814153763821;0,00704164657186422;0,00315797446826852;0,00345579465338288
"275";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"Flavobacteriaceae";"Croceibacter";0,00705077566953932;0,00845510400336425;0,00694765865063941;0,0137438868063202;0,00631594893653703;0,00700692607666744
"276";"Bacteria";"Cyanobacteria";"unclassified (derived from Cyanobacteria)";"Chroococcales";"unclassified (derived from Chroococcales)";"Crocosphaera";0,00326387491692339;0,00286206623493843;0,00362829639685091;0,00406549654380401;0,00337601671326869;0,00345579465338288
"277";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Cronobacter";0,0143511556962341;0,015652412566916;0,0187364420268106;0,0139992130302163;0,0152855657857184;0,0367356010643288
"278";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Brassicales";"Brassicaceae";"Crucihimalaya";0,0310211236486267;0,00211377600084106;0;0,00217309931057546;0;0,00162907722253017
"279";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Coriobacteriales";"Coriobacteriaceae";"Cryptobacterium";0,00376879812377397;0,00854272400164511;0,00628439370426486;0,0112917552474288;0,0101981412885123;0,00914317323495776
"280";"Eukaryota";"Streptophyta";"Coniferopsida";"Coniferales";"Cupressaceae";"Cryptomeria";0;0;0;0,00217309931057546;0;0
"281";"Eukaryota";"Apicomplexa";"Coccidia";"Eucoccidiorida";"Cryptosporidiidae";"Cryptosporidium";0,00188439906188698;0,00488155657236863;0,00362829639685091;0,00343597170158004;0,00358080646702711;0,003642727410174
"282";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Cucurbitales";"Cucurbitaceae";"Cucumis";0,00188439906188698;0;0,00362829639685091;0,00153661325869972;0;0,00162907722253017
"283";"Eukaryota";"Arthropoda";"Insecta";"Diptera";"Culicidae";"Culex";0,00266494271024371;0,0113830321298948;0,0100462978106071;0,00343597170158004;0,00315797446826852;0,00115193155112763
"284";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Cupriavidus";0,0205563668752147;0,0350211285581338;0,0669024798700051;0,048858502741966;0,0300066929036389;0,0382919790533742
"285";"Viruses";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"Geminiviridae";"Curtovirus";0;0,000862945438766905;0;0;0;0
"286";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Solanales";"Convolvulaceae";"Cuscuta";0,00532988542048742;0,000862945438766905;0,00362829639685091;0,00217309931057546;0;0,00115193155112763
"287";"Eukaryota";"unclassified (derived from Eukaryota)";"Bangiophyceae";"Cyanidiales";"Cyanidiaceae";"Cyanidioschyzon";0;0,000862945438766905;0;0;0,0011936021556757;0,00257579725374815
"288";"Eukaryota";"unclassified (derived from Eukaryota)";"Bangiophyceae";"Cyanidiales";"Cyanidiaceae";"Cyanidium";0;0;0;0,00153661325869972;0,0011936021556757;0,00115193155112763
"289";"Bacteria";"Cyanobacteria";"unclassified (derived from Cyanobacteria)";"Chroococcales";"unclassified (derived from Chroococcales)";"Cyanobium";0,00188439906188698;0,000862945438766905;0,00362829639685091;0,00153661325869972;0,00206737957765406;0,00115193155112763
"290";"Eukaryota";"unclassified (derived from Eukaryota)";"Glaucocystophyceae";"unclassified (derived from Glaucocystophyceae)";"Cyanophoraceae";"Cyanophora";0;0;0,00209479790142162;0;0,0011936021556757;0
"291";"Bacteria";"Cyanobacteria";"unclassified (derived from Cyanobacteria)";"Chroococcales";"unclassified (derived from Chroococcales)";"Cyanothece";0,0356545034623919;0,0215563701513054;0,0269081662490603;0,025758331976549;0,0238421843862395;0,0246524117421674
"292";"Eukaryota";"Streptophyta";"Cycadopsida";"Cycadales";"Cycadaceae";"Cycas";0,00498565128855637;0,00122038914309216;0,00554231429410161;0,00406549654380401;0;0,00115193155112763
"293";"Eukaryota";"Chordata";"unclassified (derived from Chordata)";"Squamata";"Cylindrophiidae";"Cylindrophis";0;0;0;0;0,0011936021556757;0
"294";"Bacteria";"Cyanobacteria";"unclassified (derived from Cyanobacteria)";"Nostocales";"Nostocaceae";"Cylindrospermopsis";0,00266494271024371;0,00172589087753381;0,00209479790142162;0;0,0011936021556757;0
"295";"Bacteria";"Bacteroidetes";"Cytophagia";"Cytophagales";"Cytophagaceae";"Cytophaga";0,0104918899421247;0,0108126753560491;0,0156760320833055;0,0183108602628951;0,00844004178317172;0,00630938895254517
"296";"Eukaryota";"Chordata";"Actinopterygii";"Esociformes";"Umbridae";"Dallia";0;0,000862945438766905;0;0;0;0
"297";"Eukaryota";"Chordata";"Actinopterygii";"Cypriniformes";"Cyprinidae";"Danio";0,00821390508006821;0,0237741076843917;0,00863707301188355;0,0138295193282975;0,00695983675132868;0,00892282342697635
"298";"Eukaryota";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Dasypus";0;0;0;0;0;0,00115193155112763
"299";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Apiales";"Apiaceae";"Daucus";0,00326387491692339;0;0,00209479790142162;0,00595127756050552;0;0,00199520397339468
"300";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Debaryomyces";0,00565319718566095;0,00622278805480369;0,00725659279370181;0,0066979419099768;0,00631594893653703;0,0148862363224124
"301";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Rhodocyclales";"Rhodocyclaceae";"Dechloromonas";0,0142269009272263;0,00953154390931553;0,0208429759519182;0,0181814532684725;0,00977005471347306;0,0104945958842689
"302";"Bacteria";"Deferribacteres";"Deferribacteres (class)";"Deferribacterales";"Deferribacteraceae";"Deferribacter";0,00326387491692339;0,00472654682708827;0,00362829639685091;0,00704164657186422;0,00315797446826852;0,00282164451887544
"303";"Bacteria";"Chloroflexi";"Dehalococcoidetes";"unclassified (derived from Dehalococcoidetes)";"unclassified (derived from Dehalococcoidetes)";"Dehalococcoides";0,00776957637297487;0,00757231549344206;0,00982547309047302;0,0117024979297192;0,00726039846862736;0,00575965775563813
"304";"Bacteria";"Chloroflexi";"Dehalococcoidetes";"unclassified (derived from Dehalococcoidetes)";"unclassified (derived from Dehalococcoidetes)";"Dehalogenimonas";0,00376879812377397;0,00298933068820819;0,00418959580284324;0,00460983977609916;0,00315797446826852;0,00230386310225525
"305";"Bacteria";"Deinococcus-Thermus";"Deinococci";"Deinococcales";"Deinococcaceae";"Deinococcus";0,0234605791230371;0,0158180511750649;0,0194263565629491;0,0123885721510901;0,0169642740315878;0,0133842351404645
"306";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Delftia";0,0145964923685943;0,0169322121904113;0,0391900802082638;0,0346675752853757;0,0172969385229605;0,0111683907550475
"307";"Eukaryota";"Streptophyta";"Liliopsida";"Poales";"Poaceae";"Dendrocalamus";0;0;0;0;0,0011936021556757;0
"308";"Bacteria";"Deferribacteres";"Deferribacteres (class)";"Deferribacterales";"Deferribacteraceae";"Denitrovibrio";0,00188439906188698;0,00448399603231229;0,00628439370426486;0,00614645303479888;0,00337601671326869;0,00345579465338288
"309";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Actinomycetales";"Dermacoccaceae";"Dermacoccus";0,0164278101601364;0,0103553452652029;0,0331878402460586;0,0181164031376771;0,0156993852218432;0,0118598611981435
"310";"Eukaryota";"Arthropoda";"Arachnida";"Astigmata";"Pyroglyphidae";"Dermatophagoides";0,00188439906188698;0,000862945438766905;0;0,00217309931057546;0;0
"311";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfarculales";"Desulfarculaceae";"Desulfarculus";0;0,00244077828618432;0,00468411050670265;0,00266149223565189;0,00337601671326869;0,00282164451887544
"312";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfobacterales";"Desulfobacteraceae";"Desulfatibacillum";0,00461581617340241;0,00395451279376622;0,0118499664104846;0,00783522099095526;0,0044660503226533;0,00399040794678935
"313";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Peptococcaceae";"Desulfitobacterium";0,0161003126424352;0,015218208574591;0,00888747480786346;0,0257124577959264;0,0150507505081759;0,0135321317312054
"314";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfobacterales";"Desulfobacteraceae";"Desulfobacterium";0,00266494271024371;0,00440017563143834;0,00694765865063941;0,00434619862115092;0,00337601671326869;0,00304772441165259
"315";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfobacterales";"Desulfobacteraceae";"Desulfococcus";0,00421364439911613;0,00786180710231142;0,0106814153763821;0,0085555005412404;0,00395873049933569;0,00399040794678935
"316";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfovibrionales";"Desulfohalobiaceae";"Desulfohalobium";0,00532988542048742;0,00228313902599475;0,00628439370426486;0,00343597170158004;0,00292371623729153;0,00257579725374815
"317";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfovibrionales";"Desulfomicrobiaceae";"Desulfomicrobium";0,00376879812377397;0,00413854093813725;0,0106814153763821;0,00768306629349859;0,00358080646702711;0,003642727410174
"318";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfovibrionales";"Desulfohalobiaceae";"Desulfonatronospira";0,00188439906188698;0,00244077828618432;0,00362829639685091;0,00343597170158004;0,0011936021556757;0,0051515945074963
"319";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfobacterales";"Desulfobulbaceae";"Desulfotalea";0,00326387491692339;0,00604061807136834;0,0100462978106071;0,00736933830521239;0,00695983675132868;0,00710098298423292
"320";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Peptococcaceae";"Desulfotomaculum";0,0135885948821395;0,0124754574878166;0,00982547309047302;0,0181814532684725;0,0128554886449294;0,0112276399281378
"321";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfovibrionales";"Desulfovibrionaceae";"Desulfovibrio";0,0139750774718507;0,0113502751349881;0,0218703321650643;0,0184393591043966;0,0152388921934467;0,0126712470624039
"322";"Bacteria";"Chrysiogenetes";"Chrysiogenetes (class)";"Chrysiogenales";"Chrysiogenaceae";"Desulfurispirillum";0,00421364439911613;0,00355801519318093;0,00888747480786346;0,00554033789479965;0,00266897555818116;0,00304772441165259
"323";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfobacterales";"Desulfobulbaceae";"Desulfurivibrio";0,00595899305624746;0,00440017563143834;0,0158153773310859;0,00614645303479888;0,00266897555818116;0,00257579725374815
"324";"Archaea";"Crenarchaeota";"Thermoprotei";"Desulfurococcales";"Desulfurococcaceae";"Desulfurococcus";0;0,000862945438766905;0,00362829639685091;0,00153661325869972;0;0
"325";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfuromonadales";"Desulfuromonadaceae";"Desulfuromonas";0,00376879812377397;0,00517767263260143;0,00959956994889922;0,00704164657186422;0,00559849036194054;0,00502115322124138
"326";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Syntrophomonadaceae";"Dethiobacter";0,00326387491692339;0,00322884617534507;0,00209479790142162;0,00434619862115092;0,00506402506990303;0,00257579725374815
"327";"Bacteria";"Synergistetes";"Synergistia";"Synergistales";"Synergistaceae";"Dethiosulfovibrio";0,00421364439911613;0,00538909253782635;0,00362829639685091;0,0063356187713435;0,00596801077837852;0,0048872316675905
"328";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Veillonellaceae";"Dialister";0,0106597708409748;0,0107088712693937;0,00362829639685091;0,0139146248658943;0,0106759022327246;0,0119712238403681
"329";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cardiobacteriales";"Cardiobacteriaceae";"Dichelobacter";0,00624984464357683;0,0102105081284138;0,00628439370426486;0,00841637743951357;0,00791746099867137;0,00928716907358828
"330";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Dickeya";0,00753759624754794;0,0090916943504517;0,0158153773310859;0,0128562288979632;0,00809540368836228;0,0128273668775758
"331";"Bacteria";"Dictyoglomi";"Dictyoglomia";"Dictyoglomales";"Dictyoglomaceae";"Dictyoglomus";0,00679429744106976;0,00610194571546079;0,00418959580284324;0,00783522099095526;0,00492134776281586;0,00587372145752297
"332";"Eukaryota";"unclassified (derived from Eukaryota)";"unclassified (derived from Eukaryota)";"Dictyosteliida";"unclassified (derived from Dictyosteliida)";"Dictyostelium";0,0101477995106711;0,0130587340939346;0,00863707301188355;0,0120993048983125;0,00782697275831778;0,00928716907358828
"333";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Dinoroseobacter";0,00595899305624746;0,00510525406420691;0,0120336977765529;0,00752783683161919;0,00533795111636232;0,00564328903775088
"334";"Eukaryota";"Streptophyta";"Liliopsida";"Dioscoreales";"Dioscoreaceae";"Dioscorea";0,00565319718566095;0,00192960466195618;0;0,00217309931057546;0;0,00162907722253017
"335";"Bacteria";"Bacteroidetes";"Flavobacteria";"Flavobacteriales";"Flavobacteriaceae";"Dokdonia";0,00595899305624746;0,00747332672052049;0,00863707301188355;0,0104218181769469;0,0052027911753827;0,00527881352845024
"336";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Dorea";0,0126409331973484;0,0212081021662552;0,00863707301188355;0,0410019557881082;0,0213518044654493;0,0115193155112763
"337";"Eukaryota";"Ascomycota";"Dothideomycetes";"Dothideales";"Dothideaceae";"Dothidea";0;0;0;0,00153661325869972;0;0
"338";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Brassicales";"Brassicaceae";"Draba";0,0294352543247632;0,00122038914309216;0,00209479790142162;0;0;0
"339";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Canellales";"Winteraceae";"Drimys";0,00188439906188698;0,000862945438766905;0;0,00153661325869972;0;0,00199520397339468
"340";"Eukaryota";"Arthropoda";"Insecta";"Diptera";"Drosophilidae";"Drosophila";0,0370225673371533;0,0410421060145898;0,189182403486847;0,0255743415357436;0,0219116228913641;0,0243817952932207
"341";"Bacteria";"Bacteroidetes";"Cytophagia";"Cytophagales";"Cytophagaceae";"Dyadobacter";0,00776957637297487;0,00945309365417654;0,01510580249062;0,0152116951740282;0,0089321006453066;0,00846493355662631
"342";"Viruses";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"Papillomaviridae";"Dyoetapapillomavirus";0;0,000862945438766905;0;0;0,0011936021556757;0
"343";"Eukaryota";"Chordata";"Mammalia";"Insectivora";"Erinaceidae";"Echinosorex";0;0,0014946653441041;0;0;0;0
"344";"Eukaryota";"Chordata";"Mammalia";"Peramelemorphia";"Peroryctidae";"Echymipera";0;0;0;0;0,0011936021556757;0
"345";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Edwardsiella";0,00753759624754794;0,00597866137641639;0,0129132015169135;0,0085555005412404;0,00596801077837852;0,00838618827713848
"346";"Bacteria";"Actinobacteria";"Actinobacteria (class)";"Coriobacteriales";"Coriobacteriaceae";"Eggerthella";0,00729824618429717;0,0116417704457924;0,00513118597273599;0,0202693209897433;0,0156083735261481;0,00854295302671047
"347";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Anaplasmataceae";"Ehrlichia";0,00326387491692339;0,00172589087753381;0,00362829639685091;0,00153661325869972;0,00206737957765406;0,00230386310225525
"348";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"Eikenella";0,00421364439911613;0,0111850512510442;0,00755290124531001;0,00895991799245954;0,00809540368836228;0,0122452003547763
"349";"Eukaryota";"Apicomplexa";"Coccidia";"Eucoccidiorida";"Eimeriidae";"Eimeria";0;0;0;0,00153661325869972;0;0
"350";"Bacteria";"Elusimicrobia";"Elusimicrobia (class)";"Elusimicrobiales";"Elusimicrobiaceae";"Elusimicrobium";0,00188439906188698;0,00258883631630071;0,00418959580284324;0,00509636962699228;0,00358080646702711;0,00282164451887544
"351";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Emericella";0,0119179861124949;0,00871532172036339;0,010262371945472;0,010756292810898;0,00706144558225715;0,0109887266396967
"352";"Eukaryota";"unclassified (derived from Eukaryota)";"unclassified (derived from Eukaryota)";"Isochrysidales";"Noelaerhabdaceae";"Emiliania";0,00188439906188698;0;0;0;0;0
"353";"Eukaryota";"Microsporidia";"unclassified (derived from Microsporidia)";"unclassified (derived from Microsporidia)";"Unikaryonidae";"Encephalitozoon";0,00266494271024371;0,00258883631630071;0;0,00217309931057546;0;0,00162907722253017
"354";"Eukaryota";"unclassified (derived from Fungi)";"unclassified (derived from Fungi)";"Endogonales";"Endogonaceae";"Endogone";0;0,00355801519318093;0,00694765865063941;0,00217309931057546;0,00238720431135141;0,00382052473926244
"355";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"unclassified (derived from Gammaproteobacteria)";"unclassified (derived from Gammaproteobacteria)";"Endoriftia";0,00532988542048742;0,00298933068820819;0,00888747480786346;0,00485919778030466;0,00358080646702711;0,00345579465338288
"356";"Eukaryota";"Ascomycota";"Dothideomycetes";"Myriangiales";"unclassified (derived from Myriangiales)";"Endosporium";0;0;0,00209479790142162;0;0;0
"357";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Moraxellaceae";"Enhydrobacter";0,0463883784326524;0,0297434648012444;0,0538978107166134;0,0356414787160232;0,0154247392103603;0,0137750978465894
"358";"Eukaryota";"unclassified (derived from Eukaryota)";"unclassified (derived from Eukaryota)";"unclassified (derived from Eukaryota)";"unclassified (derived from Eukaryota)";"Entamoeba";0,00421364439911613;0,00695728855005737;0,00513118597273599;0,00509636962699228;0,00315797446826852;0
"359";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Enterobacter";0,0393925049124896;0,0234587872573004;0,0314917177048648;0,0243445323842902;0,0209816111574972;0,0371486762943531
"360";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Enterococcaceae";"Enterococcus";0,0403719030938376;0,0338534276523687;0,0241583879213299;0,0481036038221206;0,0324694890391723;0,0244361583379525
"361";"Eukaryota";"Microsporidia";"unclassified (derived from Microsporidia)";"unclassified (derived from Microsporidia)";"Enterocytozoonidae";"Enterocytozoon";0;0,00244077828618432;0,00513118597273599;0,00532298447130378;0,0011936021556757;0,00199520397339468
"362";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";0;0;0;0;0;0,00162907722253017
"363";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Arthrodermataceae";"Epidermophyton";0;0;0;0,00153661325869972;0,0011936021556757;0
"364";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Lamiales";"Orobanchaceae";"Epifagus";0;0;0;0,00153661325869972;0;0
"365";"Eukaryota";"Chordata";"Mammalia";"Insectivora";"Soricidae";"Episoriculus";0,00188439906188698;0;0;0,00153661325869972;0;0
"366";"Viruses";"unclassified (derived from Viruses)";"unclassified (derived from Viruses)";"Caudovirales";"Podoviridae";"Epsilon15-like viruses";0,00188439906188698;0,00122038914309216;0,00209479790142162;0,00153661325869972;0;0,00162907722253017
"367";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"unclassified (derived from Clostridiales)";"Epulopiscium";0,00188439906188698;0,00311139402740185;0,00209479790142162;0,00485919778030466;0,00168800835663434;0,00162907722253017
"368";"Eukaryota";"Streptophyta";"Equisetopsida";"Equisetales";"Equisetaceae";"Equisetum";0,00326387491692339;0;0;0,00153661325869972;0;0
"369";"Eukaryota";"Chordata";"Mammalia";"Perissodactyla";"Equidae";"Equus";0,00565319718566095;0,00836656644311924;0,00296249160262115;0,00532298447130378;0,00358080646702711;0,00446141171348818
"370";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Aerococcaceae";"Eremococcus";0,0170639592593315;0,00695728855005737;0,00628439370426486;0,00921967955219831;0,0122888863303218;0,00587372145752297
"371";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"Eremothecium";0,00705077566953932;0,00991448826708146;0,00811311738587618;0,00983912560034084;0,00885199050111628;0,0133345717590316
"372";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Geraniales";"Geraniaceae";"Erodium";0,00498565128855637;0;0;0;0;0
"373";"Eukaryota";"Chordata";"Actinopterygii";"Polypteriformes";"Polypteridae";"Erpetoichthys";0;0,000862945438766905;0;0;0;0
"374";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Erwinia";0,0113063943713219;0,0159353103869493;0,0166269428823048;0,012671237542687;0,010874233159207;0,020798665661661
"375";"Bacteria";"Firmicutes";"Erysipelotrichi";"Erysipelotrichales";"Erysipelotrichaceae";"Erysipelothrix";0,00421364439911613;0,00244077828618432;0,00209479790142162;0,00434619862115092;0,00238720431135141;0,00257579725374815
"376";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Erythrobacteraceae";"Erythrobacter";0,0116162159642777;0,0219500481821049;0,0484528158374023;0,0301113473264768;0,0115106823369048;0,0139664278137627
"377";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Escherichia";0,0366369050772377;0,0873196746863216;0,125705329522377;0,073404451228413;0,0296724790593711;0,0501983169122211
"378";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ethanoligenens";0,00753759624754794;0,0146446697171059;0,00513118597273599;0,0291956519152947;0,0142234112313743;0,00746536968517291
"379";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Eubacteriaceae";"Eubacterium";0,033656443424648;0,0720391483311768;0,0234205525335132;0,102147225981919;0,0635642178958535;0,0376630534221357
"380";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Myrtales";"Myrtaceae";"Eucalyptus";0,00863540134060088;0,0014946653441041;0,00418959580284324;0,00153661325869972;0;0,003642727410174
"381";"Eukaryota";"Euglenida";"unclassified (derived from Euglenida)";"Euglenales";"unclassified (derived from Euglenales)";"Euglena";0;0;0;0,00153661325869972;0;0,00115193155112763
"382";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"unclassified (derived from Bacillales)";"Exiguobacterium";0,0282031026781573;0,011926143240173;0,0130820087014272;0,0156704419819105;0,00947392340480555;0,00846493355662631
"383";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Faecalibacterium";0,02213667671022;0,042565171937773;0,0162262347717524;0,0821764910268238;0,0461663342125666;0,0222474935517301
"384";"Eukaryota";"Streptophyta";"unclassified (derived from Streptophyta)";"Caryophyllales";"Polygonaceae";"Fagopyrum";0,00595899305624746;0,000862945438766905;0,00296249160262115;0,00266149223565189;0;0
"385";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Alteromonadales";"Ferrimonadaceae";"Ferrimonas";0,00498565128855637;0,00366116742927647;0,00837919160568648;0,00532298447130378;0,00315797446826852;0,00230386310225525
"386";"Archaea";"Euryarchaeota";"Archaeoglobi";"Archaeoglobales";"Archaeoglobaceae";"Ferroglobus";0;0,0014946653441041;0;0,00153661325869972;0;0,00162907722253017
"387";"Archaea";"Euryarchaeota";"Thermoplasmata";"Thermoplasmatales";"Ferroplasmaceae";"Ferroplasma";0;0,0014946653441041;0;0,00153661325869972;0,00168800835663434;0,00115193155112763
"388";"Bacteria";"Thermotogae";"Thermotogae (class)";"Thermotogales";"Thermotogaceae";"Fervidobacterium";0,00705077566953932;0,00545774616591357;0,00296249160262115;0,00574948035002858;0,00358080646702711;0,00399040794678935
"389";"Eukaryota";"Streptophyta";"Liliopsida";"Poales";"Poaceae";"Festuca";0,00842728879823226;0,000862945438766905;0;0,00307322651739944;0;0,00199520397339468
"390";"Bacteria";"Fibrobacteres";"Fibrobacteres (class)";"Fibrobacterales";"Fibrobacteraceae";"Fibrobacter";0,00565319718566095;0,00757231549344206;0,00362829639685091;0,0118029503981799;0,00675203342653737;0,00446141171348818
"391";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Peptostreptococcaceae";"Filifactor";0,00421364439911613;0,00841095172245196;0,00296249160262115;0,00813099308760803;0,00506402506990303;0,00609544882330517
"392";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Tremellaceae";"Filobasidiella";0,0178769791687424;0,0254824734280577;0,0203098191841592;0,0253890177785517;0,0181411821691361;0,0275261028195777
