"";"RSV";"Domain";"Phylum";"Class";"Order";"Family";"Genus";"Species";"ISSCapoA1";"ISSCapoA2";"ISSCapoA3";"ISSCapoA4";"ISSCapoA5";"ISSCapoA6";"ISSCapoA7";"ISSCapoA8";"ISSCapoA9";"ISSCapoC1";"ISSCapoC2";"ISSCapoC3";"ISSCapoC4";"ISSCapoC5";"ISSCapoC6";"ISSCapoC7";"ISSCapoB1";"ISSCapoB2";"ISSCapoB3";"ISSCapoB4";"ISSCapoB5";"ISSCapoB6";"ISSCapoB7";"ISSCapoB8"
"869";"RSV_0869";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Dermabacteraceae";"Dermabacter";NA;0;0;0;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"870";"RSV_0870";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";NA;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"871";"RSV_0871";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomodales";"Moraxellaceae";"Moraxella";NA;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"872";"RSV_0872";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Aerococcus";NA;30;0;0;0;0;0;0;0;0;102;0;0;20;0;0;0;0;0;0;0;0;0;0;0
"873";"RSV_0873";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomodales";"Moraxellaceae";"Acinetobacter";NA;0;0;0;0;458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"874";"RSV_0874";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Aerococcus";NA;0;0;0;47;0;0;0;0;0;0;41;44;0;0;36;0;0;0;0;0;0;0;0;0
"875";"RSV_0875";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomodales";"Pseudomodaceae";"Pseudomos";NA;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0
"876";"RSV_0876";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Empedobacter";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0
"877";"RSV_0877";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"[Eubacterium]_coprostanoligenes_group";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;36;0;106;0;0
"878";"RSV_0878";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"[Ruminococcus]_gauvreauii_group";NA;0;0;0;0;0;0;0;0;0;0;49;0;0;68;0;0;0;0;0;0;0;43;0;0
"879";"RSV_0879";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinomycetales";"Actinomycetaceae";"Actinomyces";NA;0;0;0;0;0;0;0;0;0;0;115;89;0;0;0;61;0;0;0;0;0;0;0;0
"880";"RSV_0880";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Carnobacteriaceae";"Dolosigranulum";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;55;0;0
"881";"RSV_0881";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcaceae_UCG-002";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0
"882";"RSV_0882";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomodales";"Moraxellaceae";"Acinetobacter";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;0;0;0;0;0;0;0
"883";"RSV_0883";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminiclostridium";NA;0;0;0;0;0;0;0;0;0;0;18;0;0;0;9;0;0;0;0;0;0;0;0;0
"884";"RSV_0884";"Bacteria";"Firmicutes";"Negativicutes";"Selenomodales";"Acidaminococcaceae";"Phascolarctobacterium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;76;0;0
"885";"RSV_0885";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Lachnospiraceae_UCG-005";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0
"886";"RSV_0886";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";NA;40;0;0;59;0;0;0;0;0;0;225;345;124;48;214;107;0;0;0;413;0;269;0;0
"887";"RSV_0887";"Bacteria";NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;0;0;0;0;0
"888";"RSV_0888";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcaceae_UCG-005";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0
"889";"RSV_0889";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Porphyromodaceae";"Porphyromos";NA;21;0;0;0;0;0;0;0;0;0;34;0;0;0;0;46;0;0;0;26;0;126;0;0
"890";"RSV_0890";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Escherichia-Shigella";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253;0;0;0;0;0;0;0
"891";"RSV_0891";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Oceanospirillales";"Alcanivoracaceae";"Alcanivorax";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0
"892";"RSV_0892";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Oceanospirillales";"Alcanivoracaceae";"Alcanivorax";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249;0;0;0;0;0;0;0
"893";"RSV_0893";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Christensenellaceae";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;53;0;0
"894";"RSV_0894";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";NA;NA;30;0;0;0;0;0;0;0;0;0;0;198;49;126;667;0;0;0;0;0;0;41;0;0
"895";"RSV_0895";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Burkholderia";NA;0;0;0;0;0;0;0;0;0;0;177;39;0;0;31;0;0;0;0;0;0;0;0;0
"896";"RSV_0896";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Aerostipes";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0
"897";"RSV_0897";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Alloprevotella";NA;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;0;0;0;0;54;0;0;0;0
"898";"RSV_0898";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Aerococcaceae";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;0;0;0;0;0;0
"899";"RSV_0899";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Roseburia";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0
"900";"RSV_0900";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0
"901";"RSV_0901";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Staphylococcaceae";"Staphylococcus";NA;46;0;0;0;0;0;0;0;0;0;482;82;208;703;26;124;0;447;0;153;0;0;0;0
"902";"RSV_0902";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Marvinbryantia";NA;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;155;0;0;0
"903";"RSV_0903";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;0;0;0;0;0
"904";"RSV_0904";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Murdochiella";NA;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0
"905";"RSV_0905";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;0;0;0;0;0;0
"906";"RSV_0906";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Enterococcaceae";"Enterococcus";NA;0;0;0;0;38;0;0;0;0;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"907";"RSV_0907";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Defluviimos";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;0;0;0;0;0;0
"908";"RSV_0908";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0
"909";"RSV_0909";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamodaceae";"Hydrogenophaga";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;0;0;0;0;0;0;0
"910";"RSV_0910";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomodales";"Xanthomodaceae";"Stenotrophomos";NA;0;0;0;0;0;0;0;0;0;0;0;17;20;0;0;0;2765;0;0;0;0;0;0;76
"911";"RSV_0911";"Bacteria";"Firmicutes";"Negativicutes";"Selenomodales";"Veillonellaceae";"Selenomos_3";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;21;0;0;0;125
