"";"RSV";"Domain";"Phylum";"Class";"Order";"Family";"Genus";"Species";"ISSCapoA1";"ISSCapoA2";"ISSCapoA3";"ISSCapoA4";"ISSCapoA5";"ISSCapoA6";"ISSCapoA7";"ISSCapoA8";"ISSCapoA9";"ISSCapoC1";"ISSCapoC2";"ISSCapoC3";"ISSCapoC4";"ISSCapoC5";"ISSCapoC6";"ISSCapoC7";"ISSCapoB1";"ISSCapoB2";"ISSCapoB3";"ISSCapoB4";"ISSCapoB5";"ISSCapoB6";"ISSCapoB7";"ISSCapoB8"
"287";"RSV_0287";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Erysipelotrichaceae_UCG-003";NA;5;0;0;0;0;0;0;0;0;0;0;3;0;678;16;0;0;0;0;0;0;93;0;0
"288";"RSV_0288";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Aurantimodaceae";NA;NA;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0
"289";"RSV_0289";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";NA;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0
"290";"RSV_0290";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Leucobacter";NA;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;15;0;0;0;0;0;0;0;0
"291";"RSV_0291";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Christensenellaceae";"Christensenellaceae_R-7_group";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0
"292";"RSV_0292";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Leuconostocaceae";"Leuconostoc";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0
"293";"RSV_0293";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamodaceae";"Tepidicella";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;477;0;245;100;0;0;0
"294";"RSV_0294";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Hydrogenophilales";"Hydrogenophilaceae";"Tepidiphilus";NA;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"295";"RSV_0295";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";NA;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"296";"RSV_0296";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Brevundimos";NA;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"297";"RSV_0297";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";NA;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"298";"RSV_0298";"Bacteria";"Saccharibacteria";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0
"299";"RSV_0299";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium_1";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
"300";"RSV_0300";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";NA;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0
"301";"RSV_0301";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Caulobacter";NA;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0
"302";"RSV_0302";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Desulfovibrioles";"Desulfovibrioceae";"Desulfovibrio";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0
"303";"RSV_0303";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0
"304";"RSV_0304";"Bacteria";"Fusobacteria";"Fusobacteriia";"Fusobacteriales";"Leptotrichiaceae";"Leptotrichia";NA;0;0;0;0;0;0;0;0;0;0;0;26;0;0;45;0;0;0;0;0;0;0;0;0
"305";"RSV_0305";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae_1";"Clostridium_sensu_stricto_1";NA;0;0;0;0;0;0;0;0;0;0;0;10;0;0;39;0;0;0;0;0;0;0;0;0
"306";"RSV_0306";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium_1";NA;220;0;0;0;0;0;0;0;0;0;0;134;63;47;0;0;0;0;734;0;0;0;0;0
"307";"RSV_0307";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrioles";"Spongiibacteraceae";"Spongiibacter";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0
"308";"RSV_0308";"Bacteria";"Parcubacteria";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"309";"RSV_0309";"Bacteria";"Actinobacteria";"Coriobacteriia";"Coriobacteriales";"Coriobacteriaceae";"Senegalimassilia";NA;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0
"310";"RSV_0310";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";NA;NA;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0
"311";"RSV_0311";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Aerococcus";NA;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0
"312";"RSV_0312";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Paracocccus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0
"313";"RSV_0313";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamodaceae";"Comamos";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0
"314";"RSV_0314";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0
"315";"RSV_0315";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Bergeyella";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0
"316";"RSV_0316";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Alcaligeceae";"Alcaligenes";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0
"317";"RSV_0317";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Brevibacteriaceae";"Brevibacterium";NA;0;0;0;0;0;0;0;0;0;0;23;19;565;39;27;0;0;0;0;0;0;0;0;0
"318";"RSV_0318";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamodaceae";"Tepidimos";NA;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"319";"RSV_0319";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamodaceae";"Tepidimos";NA;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"320";"RSV_0320";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Aerococcus";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0
"321";"RSV_0321";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Brevibacteriaceae";"Brevibacterium";NA;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;8;0;0;0;0;0;0;0;0
"322";"RSV_0322";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methylobacteriaceae";"Microvirga";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0
"323";"RSV_0323";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Christensenellaceae";"Christensenellaceae_R-7_group";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0
"324";"RSV_0324";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0
"325";"RSV_0325";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0
"326";"RSV_0326";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomodales";"Nevskiaceae";"Nevskia";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0
"327";"RSV_0327";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamodaceae";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0
"328";"RSV_0328";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Lachnoclostridium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1155;0;0;0;0;0
"329";"RSV_0329";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Chromatiales";"Chromatiaceae";"Rheinheimera";NA;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"330";"RSV_0330";"Bacteria";"Saccharibacteria";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"331";"RSV_0331";"Bacteria";"Saccharibacteria";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0
"332";"RSV_0332";"Bacteria";"Actinobacteria";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Actinoplanes";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0
"333";"RSV_0333";"Bacteria";"Actinobacteria";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Micromonospora";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0
"334";"RSV_0334";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0
"335";"RSV_0335";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcaceae_NK4A214_group";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0
"336";"RSV_0336";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"Devosia";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0
"337";"RSV_0337";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella_2";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0
"338";"RSV_0338";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Bogoriellaceae";"Georgenia";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0
"339";"RSV_0339";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Aerostipes";NA;0;0;0;0;0;0;0;0;0;0;0;21;0;275;0;0;0;0;0;0;0;127;0;0
"340";"RSV_0340";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Brevundimos";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;60;0;0;0;0;0;0;0;0
"341";"RSV_0341";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella_7";NA;0;0;0;0;0;0;0;0;0;0;97;103;0;0;63;105;0;0;0;0;0;153;0;0
"342";"RSV_0342";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Paenibacillaceae";"Paenibacillus";NA;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"343";"RSV_0343";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Paenibacillaceae";"Paenibacillus";NA;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"344";"RSV_0344";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Porphyromodaceae";"Tannerella";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0
"345";"RSV_0345";"Bacteria";"Actinobacteria";"Actinobacteria";"Bifidobacteriales";"Bifidobacteriaceae";"Gardnerella";NA;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0
"346";"RSV_0346";"Bacteria";"Candidate_division_SR1";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0
"347";"RSV_0347";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Peptoniphilus";NA;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0
"348";"RSV_0348";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomodales";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0
"349";"RSV_0349";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0
"350";"RSV_0350";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinomycetospora";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0
"351";"RSV_0351";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0
"352";"RSV_0352";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinomycetales";"Actinomycetaceae";"Actinotignum";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
"353";"RSV_0353";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Peptoniphilus";NA;0;0;0;49;0;0;0;0;0;0;36;42;65;0;69;0;0;0;0;174;0;0;0;0
"354";"RSV_0354";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Dorea";NA;5;0;0;0;0;0;0;0;0;0;0;0;17;148;0;0;0;0;0;137;0;222;0;0
"355";"RSV_0355";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Paenibacillaceae";"Paenibacillus";NA;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"356";"RSV_0356";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Chromatiales";"Halothiobacillaceae";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0
"357";"RSV_0357";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomodales";"Sphingomodaceae";"Sphingomos";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0
"358";"RSV_0358";"Bacteria";"Fusobacteria";"Fusobacteriia";"Fusobacteriales";"Fusobacteriaceae";"Fusobacterium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0
"359";"RSV_0359";"Bacteria";"Parcubacteria";NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0
"360";"RSV_0360";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Staphylococcaceae";"Staphylococcus";NA;0;0;0;0;0;0;0;0;0;0;93;0;0;0;65;0;0;0;0;0;0;0;0;0
"361";"RSV_0361";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Alloprevotella";NA;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0
"362";"RSV_0362";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
"363";"RSV_0363";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomodales";"Pseudomodaceae";"Pseudomos";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0
"364";"RSV_0364";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Porphyromodaceae";"Porphyromos";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0
"365";"RSV_0365";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae_1";"Clostridium_sensu_stricto_1";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0
"366";"RSV_0366";"Bacteria";"Spirochaetae";"Spirochaetes";"Spirochaetales";"Spirochaetaceae";"Treponema_2";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0
"367";"RSV_0367";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"[Eubacterium]_coprostanoligenes_group";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0
"368";"RSV_0368";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Lachnoclostridium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
"369";"RSV_0369";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Rhizobium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;595;0;0;0;0;251
"370";"RSV_0370";"Bacteria";"Tenericutes";"Mollicutes";"Mollicutes_RF9";NA;NA;NA;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"371";"RSV_0371";"Bacteria";"Tenericutes";"Mollicutes";"Mollicutes_RF9";NA;NA;NA;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"372";"RSV_0372";"Bacteria";"Proteobacteria";"Epsilonproteobacteria";"Campylobacterales";"Helicobacteraceae";"Sulfurimos";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0
"373";"RSV_0373";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Planococcaceae";"Sporosarci";NA;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0
"374";"RSV_0374";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Craurococcus";NA;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0
"375";"RSV_0375";"Bacteria";"Actinobacteria";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0
"376";"RSV_0376";"Bacteria";"Actinobacteria";"Acidimicrobiia";"Acidimicrobiales";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0
"377";"RSV_0377";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0
"378";"RSV_0378";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Erysipelatoclostridium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0
"379";"RSV_0379";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0
"380";"RSV_0380";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Defluviitaleaceae";"Defluviitaleaceae_UCG-011";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0
"381";"RSV_0381";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Rhizobium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0
"382";"RSV_0382";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Vibrioles";"Vibrioceae";"Photobacterium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0
"383";"RSV_0383";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Coprococcus_2";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;122;0;0;0;0
"384";"RSV_0384";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Alloprevotella";NA;0;0;0;0;0;0;0;0;0;0;70;135;77;0;90;94;0;0;0;59;0;66;0;0
"385";"RSV_0385";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Rothia";NA;43;0;0;0;0;0;0;0;0;0;88;235;43;58;29;30;0;0;0;70;0;131;0;0
"386";"RSV_0386";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Microbacteriaceae";NA;NA;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"387";"RSV_0387";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"bacteriap25";NA;NA;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"388";"RSV_0388";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Myroides";NA;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"389";"RSV_0389";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Peptoniphilus";NA;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0
"390";"RSV_0390";"Bacteria";"Actinobacteria";"Acidimicrobiia";"Acidimicrobiales";NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0
"391";"RSV_0391";"Bacteria";"Actinobacteria";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0
"392";"RSV_0392";"Bacteria";"Fusobacteria";"Fusobacteriia";"Fusobacteriales";"Leptotrichiaceae";"Leptotrichia";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0
"393";"RSV_0393";"Bacteria";"Chloroflexi";"JG30-KF-CM66";NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0
"394";"RSV_0394";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Erysipelatoclostridium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0
"395";"RSV_0395";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamodaceae";NA;NA;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;464;149;0;31;358;0
"396";"RSV_0396";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcus_1";NA;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0;0;0;0;0;24;0;0
"397";"RSV_0397";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomodales";"Xanthomodaceae";"Mizugakiibacter";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0
"398";"RSV_0398";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XIII";"[Eubacterium]_nodatum_group";NA;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
"399";"RSV_0399";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Lachnoclostridium";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0
"400";"RSV_0400";"Bacteria";"Chloroflexi";"KD4-96";NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0
"401";"RSV_0401";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ruminococcaceae_UCG-014";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0
"402";"RSV_0402";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Blautia";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0;0;0;293;50;0
"403";"RSV_0403";"Bacteria";"Proteobacteria";"TA18";NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0
"404";"RSV_0404";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0
"405";"RSV_0405";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0
"406";"RSV_0406";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"Kingella";NA;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0
"407";"RSV_0407";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinomycetales";"Actinomycetaceae";"Actinomyces";NA;0;0;62;0;0;0;0;0;0;0;0;134;49;0;72;56;0;0;0;53;33;87;0;0
